clf,atlas_name,itr,tp,tn,fp,fn,sen,spc,acc,pre,npv,f1,roc_auc
RandomForestClassifier,smith70,4,16,30,18,24,0.4,0.625,0.522727273,0.470588235,0.555555556,0.432432432,0.512
RandomForestClassifier,smith70,5,15,32,15,26,0.365853659,0.680851064,0.534090909,0.5,0.551724138,0.422535211,0.523
RandomForestClassifier,smith70,6,21,37,10,20,0.512195122,0.787234043,0.659090909,0.677419355,0.649122807,0.583333333,0.65
RandomForestClassifier,smith70,7,19,36,11,22,0.463414634,0.765957447,0.625,0.633333333,0.620689655,0.535211268,0.615
RandomForestClassifier,smith70,8,16,38,9,25,0.390243902,0.808510638,0.613636364,0.64,0.603174603,0.484848485,0.599
RandomForestClassifier,smith70,9,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
RandomForestClassifier,smith70,average,17.2,36,11.5,23.5,0.422439024,0.757845745,0.603128192,0.602356315,0.6046231,0.495457512,0.59
RidgeClassifier,smith70,0,28,33,15,13,0.682926829,0.6875,0.685393258,0.651162791,0.717391304,0.666666667,0.685
RidgeClassifier,smith70,1,20,30,18,21,0.487804878,0.625,0.561797753,0.526315789,0.588235294,0.506329114,0.556
RidgeClassifier,smith70,2,22,36,12,18,0.55,0.75,0.659090909,0.647058824,0.666666667,0.594594595,0.65
RidgeClassifier,smith70,3,25,29,19,15,0.625,0.604166667,0.613636364,0.568181818,0.659090909,0.595238095,0.615
RidgeClassifier,smith70,4,20,38,10,20,0.5,0.791666667,0.659090909,0.666666667,0.655172414,0.571428571,0.646
RidgeClassifier,smith70,5,20,32,15,21,0.487804878,0.680851064,0.590909091,0.571428571,0.603773585,0.526315789,0.584
RidgeClassifier,smith70,6,22,33,14,19,0.536585366,0.70212766,0.625,0.611111111,0.634615385,0.571428571,0.619
RidgeClassifier,smith70,7,22,28,19,19,0.536585366,0.595744681,0.568181818,0.536585366,0.595744681,0.536585366,0.566
RidgeClassifier,smith70,8,24,27,20,17,0.585365854,0.574468085,0.579545455,0.545454545,0.613636364,0.564705882,0.58
RidgeClassifier,smith70,9,29,28,19,12,0.707317073,0.595744681,0.647727273,0.604166667,0.7,0.651685393,0.652
RidgeClassifier,smith70,average,23.2,31.4,16.1,17.5,0.569939024,0.66072695,0.619037283,0.592813215,0.64343266,0.578497804,0.6153
MLPClassifier,smith70,0,25,34,14,16,0.609756098,0.708333333,0.662921348,0.641025641,0.68,0.625,0.659
MLPClassifier,smith70,1,24,29,19,17,0.585365854,0.604166667,0.595505618,0.558139535,0.630434783,0.571428571,0.595
MLPClassifier,smith70,2,29,35,13,11,0.725,0.729166667,0.727272727,0.69047619,0.760869565,0.707317073,0.727
MLPClassifier,smith70,3,24,31,17,16,0.6,0.645833333,0.625,0.585365854,0.659574468,0.592592593,0.623
MLPClassifier,smith70,4,20,35,13,20,0.5,0.729166667,0.625,0.606060606,0.636363636,0.547945205,0.615
MLPClassifier,smith70,5,28,34,13,13,0.682926829,0.723404255,0.704545455,0.682926829,0.723404255,0.682926829,0.703
MLPClassifier,smith70,6,24,38,9,17,0.585365854,0.808510638,0.704545455,0.727272727,0.690909091,0.648648649,0.697
MLPClassifier,smith70,7,23,33,14,18,0.56097561,0.70212766,0.636363636,0.621621622,0.647058824,0.58974359,0.632
MLPClassifier,smith70,8,27,36,11,14,0.658536585,0.765957447,0.715909091,0.710526316,0.72,0.683544304,0.712
MLPClassifier,smith70,9,21,23,24,20,0.512195122,0.489361702,0.5,0.466666667,0.534883721,0.488372093,0.501
MLPClassifier,smith70,average,24.5,32.8,14.7,16.2,0.602012195,0.690602837,0.649706333,0.629008199,0.668349834,0.613751891,0.6464
BaggingClassifier,smith70,0,20,33,15,21,0.487804878,0.6875,0.595505618,0.571428571,0.611111111,0.526315789,0.588
BaggingClassifier,smith70,1,15,34,14,26,0.365853659,0.708333333,0.550561798,0.517241379,0.566666667,0.428571429,0.537
BaggingClassifier,smith70,2,19,36,12,21,0.475,0.75,0.625,0.612903226,0.631578947,0.535211268,0.612
BaggingClassifier,smith70,3,19,35,13,21,0.475,0.729166667,0.613636364,0.59375,0.625,0.527777778,0.602
BaggingClassifier,smith70,4,21,40,8,19,0.525,0.833333333,0.693181818,0.724137931,0.677966102,0.608695652,0.679
BaggingClassifier,smith70,5,16,29,18,25,0.390243902,0.617021277,0.511363636,0.470588235,0.537037037,0.426666667,0.504
BaggingClassifier,smith70,6,17,31,16,24,0.414634146,0.659574468,0.545454545,0.515151515,0.563636364,0.459459459,0.537
BaggingClassifier,smith70,7,16,33,14,25,0.390243902,0.70212766,0.556818182,0.533333333,0.568965517,0.450704225,0.546
BaggingClassifier,smith70,8,16,37,10,25,0.390243902,0.787234043,0.602272727,0.615384615,0.596774194,0.47761194,0.589
BaggingClassifier,smith70,9,24,25,22,17,0.585365854,0.531914894,0.556818182,0.52173913,0.595238095,0.551724138,0.559
BaggingClassifier,smith70,average,18.3,33.3,14.2,22.4,0.449939024,0.700620567,0.585061287,0.567565794,0.597397403,0.499273835,0.5753
SGDClassifier,smith70,0,26,38,10,15,0.634146341,0.791666667,0.719101124,0.722222222,0.716981132,0.675324675,0.713
SGDClassifier,smith70,1,20,37,11,21,0.487804878,0.770833333,0.640449438,0.64516129,0.637931034,0.555555556,0.629
SGDClassifier,smith70,2,23,36,12,17,0.575,0.75,0.670454545,0.657142857,0.679245283,0.613333333,0.662
SGDClassifier,smith70,3,23,33,15,17,0.575,0.6875,0.636363636,0.605263158,0.66,0.58974359,0.631
SGDClassifier,smith70,4,22,40,8,18,0.55,0.833333333,0.704545455,0.733333333,0.689655172,0.628571429,0.692
SGDClassifier,smith70,5,25,36,11,16,0.609756098,0.765957447,0.693181818,0.694444444,0.692307692,0.649350649,0.688
SGDClassifier,smith70,6,20,35,12,21,0.487804878,0.744680851,0.625,0.625,0.625,0.547945205,0.616
SGDClassifier,smith70,7,19,36,11,22,0.463414634,0.765957447,0.625,0.633333333,0.620689655,0.535211268,0.615
SGDClassifier,smith70,8,22,35,12,19,0.536585366,0.744680851,0.647727273,0.647058824,0.648148148,0.586666667,0.641
SGDClassifier,smith70,9,20,33,14,21,0.487804878,0.70212766,0.602272727,0.588235294,0.611111111,0.533333333,0.595
SGDClassifier,smith70,average,22,35.9,11.6,18.7,0.540731707,0.755673759,0.656409602,0.655119476,0.658106923,0.59150357,0.6482
AdaBoostClassifier,smith70,0,24,36,12,17,0.585365854,0.75,0.674157303,0.666666667,0.679245283,0.623376623,0.668
AdaBoostClassifier,smith70,1,24,32,16,17,0.585365854,0.666666667,0.629213483,0.6,0.653061224,0.592592593,0.626
AdaBoostClassifier,smith70,2,26,33,15,14,0.65,0.6875,0.670454545,0.634146341,0.70212766,0.641975309,0.669
AdaBoostClassifier,smith70,3,17,36,12,23,0.425,0.75,0.602272727,0.586206897,0.610169492,0.492753623,0.588
AdaBoostClassifier,smith70,4,18,37,11,22,0.45,0.770833333,0.625,0.620689655,0.627118644,0.52173913,0.61
AdaBoostClassifier,smith70,5,23,31,16,18,0.56097561,0.659574468,0.613636364,0.58974359,0.632653061,0.575,0.61
AdaBoostClassifier,smith70,6,23,35,12,18,0.56097561,0.744680851,0.659090909,0.657142857,0.660377358,0.605263158,0.653
AdaBoostClassifier,smith70,7,17,30,17,24,0.414634146,0.638297872,0.534090909,0.5,0.555555556,0.453333333,0.526
AdaBoostClassifier,smith70,8,24,36,11,17,0.585365854,0.765957447,0.681818182,0.685714286,0.679245283,0.631578947,0.676
AdaBoostClassifier,smith70,9,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
AdaBoostClassifier,smith70,average,21.3,34,13.5,19.4,0.523231707,0.715691489,0.626927988,0.610697696,0.638576046,0.561648596,0.6195
KNeighborsClassifier,difumo128,0,18,34,14,23,0.43902439,0.708333333,0.584269663,0.5625,0.596491228,0.493150685,0.574
KNeighborsClassifier,difumo128,1,20,33,15,21,0.487804878,0.6875,0.595505618,0.571428571,0.611111111,0.526315789,0.588
KNeighborsClassifier,difumo128,2,19,36,12,21,0.475,0.75,0.625,0.612903226,0.631578947,0.535211268,0.612
KNeighborsClassifier,difumo128,3,22,34,14,18,0.55,0.708333333,0.636363636,0.611111111,0.653846154,0.578947368,0.629
KNeighborsClassifier,difumo128,4,18,29,19,22,0.45,0.604166667,0.534090909,0.486486486,0.568627451,0.467532468,0.527
KNeighborsClassifier,difumo128,5,22,29,18,19,0.536585366,0.617021277,0.579545455,0.55,0.604166667,0.543209877,0.577
KNeighborsClassifier,difumo128,6,14,33,14,27,0.341463415,0.70212766,0.534090909,0.5,0.55,0.405797101,0.522
KNeighborsClassifier,difumo128,7,18,32,15,23,0.43902439,0.680851064,0.568181818,0.545454545,0.581818182,0.486486486,0.56
KNeighborsClassifier,difumo128,8,12,41,6,29,0.292682927,0.872340426,0.602272727,0.666666667,0.585714286,0.406779661,0.583
KNeighborsClassifier,difumo128,9,20,28,19,21,0.487804878,0.595744681,0.545454545,0.512820513,0.571428571,0.5,0.542
KNeighborsClassifier,difumo128,average,18.3,32.9,14.6,22.4,0.449939024,0.692641844,0.580477528,0.561937112,0.59547826,0.49434307,0.5714
GaussianNB,difumo128,0,27,31,17,14,0.658536585,0.645833333,0.651685393,0.613636364,0.688888889,0.635294118,0.652
GaussianNB,difumo128,1,33,26,22,8,0.804878049,0.541666667,0.662921348,0.6,0.764705882,0.6875,0.673
GaussianNB,difumo128,2,34,31,17,6,0.85,0.645833333,0.738636364,0.666666667,0.837837838,0.747252747,0.748
GaussianNB,difumo128,3,26,25,23,14,0.65,0.520833333,0.579545455,0.530612245,0.641025641,0.584269663,0.585
GaussianNB,difumo128,4,29,29,19,11,0.725,0.604166667,0.659090909,0.604166667,0.725,0.659090909,0.665
GaussianNB,difumo128,5,25,23,24,16,0.609756098,0.489361702,0.545454545,0.510204082,0.58974359,0.555555556,0.55
GaussianNB,difumo128,6,27,30,17,14,0.658536585,0.638297872,0.647727273,0.613636364,0.681818182,0.635294118,0.648
GaussianNB,difumo128,7,28,26,21,13,0.682926829,0.553191489,0.613636364,0.571428571,0.666666667,0.622222222,0.618
GaussianNB,difumo128,8,29,28,19,12,0.707317073,0.595744681,0.647727273,0.604166667,0.7,0.651685393,0.652
GaussianNB,difumo128,9,25,17,30,16,0.609756098,0.361702128,0.477272727,0.454545455,0.515151515,0.520833333,0.486
GaussianNB,difumo128,average,28.3,26.6,20.9,12.4,0.695670732,0.559663121,0.622369765,0.576906308,0.68108382,0.629899806,0.6277
DecisionTreeClassifier,difumo128,0,20,34,14,21,0.487804878,0.708333333,0.606741573,0.588235294,0.618181818,0.533333333,0.598
DecisionTreeClassifier,difumo128,1,24,32,16,17,0.585365854,0.666666667,0.629213483,0.6,0.653061224,0.592592593,0.626
DecisionTreeClassifier,difumo128,2,24,31,17,16,0.6,0.645833333,0.625,0.585365854,0.659574468,0.592592593,0.623
DecisionTreeClassifier,difumo128,3,25,36,12,15,0.625,0.75,0.693181818,0.675675676,0.705882353,0.649350649,0.688
DecisionTreeClassifier,difumo128,4,23,32,16,17,0.575,0.666666667,0.625,0.58974359,0.653061224,0.582278481,0.621
DecisionTreeClassifier,difumo128,5,23,30,17,18,0.56097561,0.638297872,0.602272727,0.575,0.625,0.567901235,0.6
DecisionTreeClassifier,difumo128,6,15,36,11,26,0.365853659,0.765957447,0.579545455,0.576923077,0.580645161,0.447761194,0.566
DecisionTreeClassifier,difumo128,7,19,36,11,22,0.463414634,0.765957447,0.625,0.633333333,0.620689655,0.535211268,0.615
DecisionTreeClassifier,difumo128,8,21,31,16,20,0.512195122,0.659574468,0.590909091,0.567567568,0.607843137,0.538461538,0.586
DecisionTreeClassifier,difumo128,9,6,28,19,35,0.146341463,0.595744681,0.386363636,0.24,0.444444444,0.181818182,0.371
DecisionTreeClassifier,difumo128,average,20,32.6,14.9,20.7,0.492195122,0.686303191,0.596322778,0.563184439,0.616838349,0.522130107,0.5894
LogisticRegression,difumo128,0,28,35,13,13,0.682926829,0.729166667,0.707865169,0.682926829,0.729166667,0.682926829,0.706
LogisticRegression,difumo128,1,27,35,13,14,0.658536585,0.729166667,0.696629213,0.675,0.714285714,0.666666667,0.694
LogisticRegression,difumo128,2,29,32,16,11,0.725,0.666666667,0.693181818,0.644444444,0.744186047,0.682352941,0.696
LogisticRegression,difumo128,3,29,32,16,11,0.725,0.666666667,0.693181818,0.644444444,0.744186047,0.682352941,0.696
LogisticRegression,difumo128,4,22,32,16,18,0.55,0.666666667,0.613636364,0.578947368,0.64,0.564102564,0.608
LogisticRegression,difumo128,5,19,29,18,22,0.463414634,0.617021277,0.545454545,0.513513514,0.568627451,0.487179487,0.54
LogisticRegression,difumo128,6,18,36,11,23,0.43902439,0.765957447,0.613636364,0.620689655,0.610169492,0.514285714,0.602
LogisticRegression,difumo128,7,22,31,16,19,0.536585366,0.659574468,0.602272727,0.578947368,0.62,0.556962025,0.598
LogisticRegression,difumo128,8,22,32,15,19,0.536585366,0.680851064,0.613636364,0.594594595,0.62745098,0.564102564,0.609
LogisticRegression,difumo128,9,23,30,17,18,0.56097561,0.638297872,0.602272727,0.575,0.625,0.567901235,0.6
LogisticRegression,difumo128,average,23.9,32.4,15.1,16.8,0.587804878,0.682003546,0.638176711,0.610850822,0.66230724,0.596883297,0.6349
SVC,difumo128,0,26,35,13,15,0.634146341,0.729166667,0.685393258,0.666666667,0.7,0.65,0.682
SVC,difumo128,1,26,36,12,15,0.634146341,0.75,0.696629213,0.684210526,0.705882353,0.658227848,0.692
SVC,difumo128,2,29,34,14,11,0.725,0.708333333,0.715909091,0.674418605,0.755555556,0.698795181,0.717
SVC,difumo128,3,29,36,12,11,0.725,0.75,0.738636364,0.707317073,0.765957447,0.716049383,0.738
SVC,difumo128,4,27,37,11,13,0.675,0.770833333,0.727272727,0.710526316,0.74,0.692307692,0.723
SVC,difumo128,5,19,31,16,22,0.463414634,0.659574468,0.568181818,0.542857143,0.58490566,0.5,0.561
SVC,difumo128,6,17,37,10,24,0.414634146,0.787234043,0.613636364,0.62962963,0.606557377,0.5,0.601
SVC,difumo128,7,24,33,14,17,0.585365854,0.70212766,0.647727273,0.631578947,0.66,0.607594937,0.644
SVC,difumo128,8,20,36,11,21,0.487804878,0.765957447,0.636363636,0.64516129,0.631578947,0.555555556,0.627
SVC,difumo128,9,26,32,15,15,0.634146341,0.680851064,0.659090909,0.634146341,0.680851064,0.634146341,0.657
SVC,difumo128,average,24.3,34.7,12.8,16.4,0.597865854,0.730407801,0.668884065,0.652651254,0.68312884,0.621267694,0.6642
RandomForestClassifier,difumo128,0,21,41,7,20,0.512195122,0.854166667,0.696629213,0.75,0.672131148,0.608695652,0.683
RandomForestClassifier,difumo128,1,14,43,5,27,0.341463415,0.895833333,0.640449438,0.736842105,0.614285714,0.466666667,0.619
RandomForestClassifier,difumo128,2,20,37,11,20,0.5,0.770833333,0.647727273,0.64516129,0.649122807,0.563380282,0.635
RandomForestClassifier,difumo128,3,13,31,17,27,0.325,0.645833333,0.5,0.433333333,0.534482759,0.371428571,0.485
RandomForestClassifier,difumo128,4,16,34,14,24,0.4,0.708333333,0.568181818,0.533333333,0.586206897,0.457142857,0.554
RandomForestClassifier,difumo128,5,11,36,11,30,0.268292683,0.765957447,0.534090909,0.5,0.545454545,0.349206349,0.517
RandomForestClassifier,difumo128,6,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
RandomForestClassifier,difumo128,7,17,31,16,24,0.414634146,0.659574468,0.545454545,0.515151515,0.563636364,0.459459459,0.537
RandomForestClassifier,difumo128,8,13,34,13,28,0.317073171,0.723404255,0.534090909,0.5,0.548387097,0.388059701,0.52
RandomForestClassifier,difumo128,9,16,29,18,25,0.390243902,0.617021277,0.511363636,0.470588235,0.537037037,0.426666667,0.504
RandomForestClassifier,difumo128,average,15.8,35,12.5,24.9,0.388353659,0.73643617,0.57575332,0.565107648,0.583695126,0.456957945,0.5623
RidgeClassifier,difumo128,0,28,32,16,13,0.682926829,0.666666667,0.674157303,0.636363636,0.711111111,0.658823529,0.675
RidgeClassifier,difumo128,1,29,33,15,12,0.707317073,0.6875,0.696629213,0.659090909,0.733333333,0.682352941,0.697
RidgeClassifier,difumo128,2,30,30,18,10,0.75,0.625,0.681818182,0.625,0.75,0.681818182,0.688
RidgeClassifier,difumo128,3,27,34,14,13,0.675,0.708333333,0.693181818,0.658536585,0.723404255,0.666666667,0.692
RidgeClassifier,difumo128,4,26,31,17,14,0.65,0.645833333,0.647727273,0.604651163,0.688888889,0.626506024,0.648
RidgeClassifier,difumo128,5,21,29,18,20,0.512195122,0.617021277,0.568181818,0.538461538,0.591836735,0.525,0.565
RidgeClassifier,difumo128,6,20,36,11,21,0.487804878,0.765957447,0.636363636,0.64516129,0.631578947,0.555555556,0.627
RidgeClassifier,difumo128,7,18,31,16,23,0.43902439,0.659574468,0.556818182,0.529411765,0.574074074,0.48,0.549
RidgeClassifier,difumo128,8,22,34,13,19,0.536585366,0.723404255,0.636363636,0.628571429,0.641509434,0.578947368,0.63
RidgeClassifier,difumo128,9,22,29,18,19,0.536585366,0.617021277,0.579545455,0.55,0.604166667,0.543209877,0.577
RidgeClassifier,difumo128,average,24.3,31.9,15.6,16.4,0.597743902,0.671631206,0.637078652,0.607524832,0.664990345,0.599888014,0.6348
MLPClassifier,difumo128,0,23,35,13,18,0.56097561,0.729166667,0.651685393,0.638888889,0.660377358,0.597402597,0.645
MLPClassifier,difumo128,1,22,35,13,19,0.536585366,0.729166667,0.640449438,0.628571429,0.648148148,0.578947368,0.633
MLPClassifier,difumo128,2,26,32,16,14,0.65,0.666666667,0.659090909,0.619047619,0.695652174,0.634146341,0.658
MLPClassifier,difumo128,3,27,35,13,13,0.675,0.729166667,0.704545455,0.675,0.729166667,0.675,0.702
MLPClassifier,difumo128,4,18,30,18,22,0.45,0.625,0.545454545,0.5,0.576923077,0.473684211,0.538
MLPClassifier,difumo128,5,17,33,14,24,0.414634146,0.70212766,0.568181818,0.548387097,0.578947368,0.472222222,0.558
MLPClassifier,difumo128,6,23,36,11,18,0.56097561,0.765957447,0.670454545,0.676470588,0.666666667,0.613333333,0.663
MLPClassifier,difumo128,7,21,28,19,20,0.512195122,0.595744681,0.556818182,0.525,0.583333333,0.518518519,0.554
MLPClassifier,difumo128,8,23,33,14,18,0.56097561,0.70212766,0.636363636,0.621621622,0.647058824,0.58974359,0.632
MLPClassifier,difumo128,9,21,24,23,20,0.512195122,0.510638298,0.511363636,0.477272727,0.545454545,0.494117647,0.511
MLPClassifier,difumo128,average,22.1,32.1,15.4,18.6,0.543353659,0.675576241,0.614440756,0.591025997,0.633172816,0.564711583,0.6094
BaggingClassifier,difumo128,0,22,30,18,19,0.536585366,0.625,0.584269663,0.55,0.612244898,0.543209877,0.581
BaggingClassifier,difumo128,1,21,39,9,20,0.512195122,0.8125,0.674157303,0.7,0.661016949,0.591549296,0.662
BaggingClassifier,difumo128,2,20,35,13,20,0.5,0.729166667,0.625,0.606060606,0.636363636,0.547945205,0.615
BaggingClassifier,difumo128,3,17,30,18,23,0.425,0.625,0.534090909,0.485714286,0.566037736,0.453333333,0.525
BaggingClassifier,difumo128,4,19,37,11,21,0.475,0.770833333,0.636363636,0.633333333,0.637931034,0.542857143,0.623
BaggingClassifier,difumo128,5,13,34,13,28,0.317073171,0.723404255,0.534090909,0.5,0.548387097,0.388059701,0.52
BaggingClassifier,difumo128,6,15,37,10,26,0.365853659,0.787234043,0.590909091,0.6,0.587301587,0.454545455,0.577
BaggingClassifier,difumo128,7,26,32,15,15,0.634146341,0.680851064,0.659090909,0.634146341,0.680851064,0.634146341,0.657
BaggingClassifier,difumo128,8,15,34,13,26,0.365853659,0.723404255,0.556818182,0.535714286,0.566666667,0.434782609,0.545
BaggingClassifier,difumo128,9,24,27,20,17,0.585365854,0.574468085,0.579545455,0.545454545,0.613636364,0.564705882,0.58
BaggingClassifier,difumo128,average,19.2,33.5,14,21.5,0.471707317,0.70518617,0.597433606,0.57904234,0.611043703,0.515513484,0.5885
SGDClassifier,difumo128,0,30,33,15,11,0.731707317,0.6875,0.707865169,0.666666667,0.75,0.697674419,0.71
SGDClassifier,difumo128,1,25,37,11,16,0.609756098,0.770833333,0.696629213,0.694444444,0.698113208,0.649350649,0.69
SGDClassifier,difumo128,2,26,30,18,14,0.65,0.625,0.636363636,0.590909091,0.681818182,0.619047619,0.638
SGDClassifier,difumo128,3,28,33,15,12,0.7,0.6875,0.693181818,0.651162791,0.733333333,0.674698795,0.694
SGDClassifier,difumo128,4,22,31,17,18,0.55,0.645833333,0.602272727,0.564102564,0.632653061,0.556962025,0.598
SGDClassifier,difumo128,5,18,29,18,23,0.43902439,0.617021277,0.534090909,0.5,0.557692308,0.467532468,0.528
SGDClassifier,difumo128,6,16,39,8,25,0.390243902,0.829787234,0.625,0.666666667,0.609375,0.492307692,0.61
SGDClassifier,difumo128,7,18,33,14,23,0.43902439,0.70212766,0.579545455,0.5625,0.589285714,0.493150685,0.571
SGDClassifier,difumo128,8,22,34,13,19,0.536585366,0.723404255,0.636363636,0.628571429,0.641509434,0.578947368,0.63
SGDClassifier,difumo128,9,23,28,19,18,0.56097561,0.595744681,0.579545455,0.547619048,0.608695652,0.554216867,0.578
SGDClassifier,difumo128,average,22.8,32.7,14.8,17.9,0.560731707,0.688475177,0.629085802,0.60726427,0.650247589,0.578388859,0.6247
AdaBoostClassifier,difumo128,0,27,33,15,14,0.658536585,0.6875,0.674157303,0.642857143,0.70212766,0.65060241,0.673
AdaBoostClassifier,difumo128,1,20,36,12,21,0.487804878,0.75,0.629213483,0.625,0.631578947,0.547945205,0.619
AdaBoostClassifier,difumo128,2,24,35,13,16,0.6,0.729166667,0.670454545,0.648648649,0.68627451,0.623376623,0.665
AdaBoostClassifier,difumo128,3,27,35,13,13,0.675,0.729166667,0.704545455,0.675,0.729166667,0.675,0.702
AdaBoostClassifier,difumo128,4,19,33,15,21,0.475,0.6875,0.590909091,0.558823529,0.611111111,0.513513514,0.581
AdaBoostClassifier,difumo128,5,19,30,17,22,0.463414634,0.638297872,0.556818182,0.527777778,0.576923077,0.493506494,0.551
AdaBoostClassifier,difumo128,6,18,34,13,23,0.43902439,0.723404255,0.590909091,0.580645161,0.596491228,0.5,0.581
AdaBoostClassifier,difumo128,7,25,33,14,16,0.609756098,0.70212766,0.659090909,0.641025641,0.673469388,0.625,0.656
AdaBoostClassifier,difumo128,8,21,32,15,20,0.512195122,0.680851064,0.602272727,0.583333333,0.615384615,0.545454545,0.597
AdaBoostClassifier,difumo128,9,16,24,23,25,0.390243902,0.510638298,0.454545455,0.41025641,0.489795918,0.4,0.45
AdaBoostClassifier,difumo128,average,21.6,32.5,15,19.1,0.531097561,0.683865248,0.613291624,0.589336764,0.631232312,0.557439879,0.6075
KNeighborsClassifier,difumo512,0,36,18,30,5,0.87804878,0.375,0.606741573,0.545454545,0.782608696,0.672897196,0.627
KNeighborsClassifier,difumo512,1,37,12,36,4,0.902439024,0.25,0.550561798,0.506849315,0.75,0.649122807,0.576
KNeighborsClassifier,difumo512,2,38,10,38,2,0.95,0.208333333,0.545454545,0.5,0.833333333,0.655172414,0.579
KNeighborsClassifier,difumo512,3,37,10,38,3,0.925,0.208333333,0.534090909,0.493333333,0.769230769,0.643478261,0.567
KNeighborsClassifier,difumo512,4,40,12,36,0,1,0.25,0.590909091,0.526315789,1,0.689655172,0.625
KNeighborsClassifier,difumo512,5,36,9,38,5,0.87804878,0.191489362,0.511363636,0.486486486,0.642857143,0.626086957,0.535
KNeighborsClassifier,difumo512,6,39,11,36,2,0.951219512,0.234042553,0.568181818,0.52,0.846153846,0.672413793,0.593
KNeighborsClassifier,difumo512,7,40,13,34,1,0.975609756,0.276595745,0.602272727,0.540540541,0.928571429,0.695652174,0.626
KNeighborsClassifier,difumo512,8,36,12,35,5,0.87804878,0.255319149,0.545454545,0.507042254,0.705882353,0.642857143,0.567
KNeighborsClassifier,difumo512,9,35,8,39,6,0.853658537,0.170212766,0.488636364,0.472972973,0.571428571,0.608695652,0.512
KNeighborsClassifier,difumo512,average,37.4,11.5,36,3.3,0.919207317,0.241932624,0.554366701,0.509899524,0.783006614,0.655603157,0.5807
GaussianNB,difumo512,0,30,31,17,11,0.731707317,0.645833333,0.685393258,0.638297872,0.738095238,0.681818182,0.689
GaussianNB,difumo512,1,33,29,19,8,0.804878049,0.604166667,0.696629213,0.634615385,0.783783784,0.709677419,0.705
GaussianNB,difumo512,2,33,30,18,7,0.825,0.625,0.715909091,0.647058824,0.810810811,0.725274725,0.725
GaussianNB,difumo512,3,26,28,20,14,0.65,0.583333333,0.613636364,0.565217391,0.666666667,0.604651163,0.617
GaussianNB,difumo512,4,29,30,18,11,0.725,0.625,0.670454545,0.617021277,0.731707317,0.666666667,0.675
GaussianNB,difumo512,5,19,23,24,22,0.463414634,0.489361702,0.477272727,0.441860465,0.511111111,0.452380952,0.476
GaussianNB,difumo512,6,25,32,15,16,0.609756098,0.680851064,0.647727273,0.625,0.666666667,0.617283951,0.645
GaussianNB,difumo512,7,29,27,20,12,0.707317073,0.574468085,0.636363636,0.591836735,0.692307692,0.644444444,0.641
GaussianNB,difumo512,8,29,28,19,12,0.707317073,0.595744681,0.647727273,0.604166667,0.7,0.651685393,0.652
GaussianNB,difumo512,9,28,24,23,13,0.682926829,0.510638298,0.590909091,0.549019608,0.648648649,0.608695652,0.597
GaussianNB,difumo512,average,28.1,28.2,19.3,12.6,0.690731707,0.593439716,0.638202247,0.591409422,0.694979794,0.636257855,0.6422
DecisionTreeClassifier,difumo512,0,20,26,22,21,0.487804878,0.541666667,0.516853933,0.476190476,0.553191489,0.481927711,0.515
DecisionTreeClassifier,difumo512,1,22,25,23,19,0.536585366,0.520833333,0.528089888,0.488888889,0.568181818,0.511627907,0.529
DecisionTreeClassifier,difumo512,2,17,22,26,23,0.425,0.458333333,0.443181818,0.395348837,0.488888889,0.409638554,0.442
DecisionTreeClassifier,difumo512,3,22,29,19,18,0.55,0.604166667,0.579545455,0.536585366,0.617021277,0.543209877,0.577
DecisionTreeClassifier,difumo512,4,23,30,18,17,0.575,0.625,0.602272727,0.56097561,0.638297872,0.567901235,0.6
DecisionTreeClassifier,difumo512,5,23,32,15,18,0.56097561,0.680851064,0.625,0.605263158,0.64,0.582278481,0.621
DecisionTreeClassifier,difumo512,6,17,36,11,24,0.414634146,0.765957447,0.602272727,0.607142857,0.6,0.492753623,0.59
DecisionTreeClassifier,difumo512,7,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
DecisionTreeClassifier,difumo512,8,22,31,16,19,0.536585366,0.659574468,0.602272727,0.578947368,0.62,0.556962025,0.598
DecisionTreeClassifier,difumo512,9,17,30,17,24,0.414634146,0.638297872,0.534090909,0.5,0.555555556,0.453333333,0.526
DecisionTreeClassifier,difumo512,average,20,29.5,18,20.7,0.491585366,0.621808511,0.561312564,0.531600923,0.58673438,0.507850599,0.5567
LogisticRegression,difumo512,0,28,37,11,13,0.682926829,0.770833333,0.730337079,0.717948718,0.74,0.7,0.727
LogisticRegression,difumo512,1,24,37,11,17,0.585365854,0.770833333,0.685393258,0.685714286,0.685185185,0.631578947,0.678
LogisticRegression,difumo512,2,31,32,16,9,0.775,0.666666667,0.715909091,0.659574468,0.780487805,0.712643678,0.721
LogisticRegression,difumo512,3,30,33,15,10,0.75,0.6875,0.715909091,0.666666667,0.76744186,0.705882353,0.719
LogisticRegression,difumo512,4,21,36,12,19,0.525,0.75,0.647727273,0.636363636,0.654545455,0.575342466,0.638
LogisticRegression,difumo512,5,22,33,14,19,0.536585366,0.70212766,0.625,0.611111111,0.634615385,0.571428571,0.619
